"referencing_table","referencing_column","referenced_table","referenced_column"
view_TDNLandImprovements,TDNID,View_TDNLandBackTax,TDNID
tempTDN,TDNID,View_TDNLandBackTax,TDNID
TDNLandImprovements,TDNLandId,View_TDNLandBackTax,TDNLandId
View_TDNLandAppraisal,TDNLandId,View_TDNLandBackTax,TDNLandId
View_PrintTaxDecCity,TDNLandId,View_TDNLandBackTax,TDNLandId
TDNLand,TDNLandId,View_TDNLandBackTax,TDNLandId
TDNLandDetail,TDNLandId,View_TDNLandBackTax,TDNLandId
View_TDNLandAppraisal,TDNLandDetailId,View_TDNLandBackTax,TDNLandDetailId
TDNLandDetail,TDNLandDetailId,View_TDNLandBackTax,TDNLandDetailId
View_StreetAssessment,SubClassId,View_TDNLandBackTax,SubClassId
View_TDNLandAppraisal,SubClassId,View_TDNLandBackTax,SubClassId
View_PrintTaxDecCity,SubClassId,View_TDNLandBackTax,SubClassId
ASubClassification,SubClassId,View_TDNLandBackTax,SubClassId
TDNBackTax,SubClassId,View_TDNLandBackTax,SubClassId
grtest,subclassID,View_TDNLandBackTax,SubClassId
view_TDNTaxDecProvince,StreetId,View_TDNLandBackTax,StreetID
PStreet,StreetId,View_TDNLandBackTax,StreetID
TDNSubdivisionTempTable,StreetId,View_TDNLandBackTax,StreetID
view_MachineApraisal,StreetId,View_TDNLandBackTax,StreetID
View_PrintTaxDecCity,StreetId,View_TDNLandBackTax,StreetID
tempTDN,StreetId,View_TDNLandBackTax,StreetID
View_StreetAssessment,StreetId,View_TDNLandBackTax,StreetID
TDN,StreetId,View_TDNLandBackTax,StreetID
TDN,SubdivisionID,View_TDNLandBackTax,SubdivisionID
PSubdivision,SubdivisionID,View_TDNLandBackTax,SubdivisionID
TDNBackTax,AgriLandId,View_TDNLandBackTax,AgriLandID
grtest,agrilandid,View_TDNLandBackTax,AgriLandID
TDNBackTax,AdjustmentId,View_TDNLandBackTax,Adjustmentid
ALandAdjustment,Adjustmentid,View_TDNLandBackTax,Adjustmentid
TDNLandImprovements,ALandImprovementComputationStyleId,ALandImprovementComputationStyle,ALandImprovementComputationStyleId
ALandImprovementPerShadeAssessment,ALandImprovementComputationStyleId,ALandImprovementComputationStyle,ALandImprovementComputationStyleId
ALandImprovementPerSeedlingAssessment,ALandImprovementComputationStyleId,ALandImprovementComputationStyle,ALandImprovementComputationStyleId
ALandImprovementPerIndividualPlant,ALandImprovementComputationStyleId,ALandImprovementComputationStyle,ALandImprovementComputationStyleId
ALandImprovementPerHectareAssessment,ALandImprovementComputationStyleId,ALandImprovementComputationStyle,ALandImprovementComputationStyleId
AImprovementType,ALandImprovementComputationStyleId,ALandImprovementComputationStyle,ALandImprovementComputationStyleId
ALandImprovementAssessment,LandImprovementAssessmentId,ALandImprovementAssessmentOld,LandImprovementAssessmentId
ALandImprovementAssessment,TypeId,ALandImprovementAssessmentOld,TypeId
TDNLandImprovements,TypeId,ALandImprovementAssessmentOld,TypeId
ALandImprovementPerShadeAssessment,TypeId,ALandImprovementAssessmentOld,TypeId
ALandImprovementPerSeedlingAssessment,TypeId,ALandImprovementAssessmentOld,TypeId
ALandImprovementPerIndividualPlant,TypeId,ALandImprovementAssessmentOld,TypeId
ALandImprovementPerHectareAssessment,TypeId,ALandImprovementAssessmentOld,TypeId
AImprovementType,TypeId,ALandImprovementAssessmentOld,TypeId
ALandImprovementAssessment,TDNLandDetailId,ALandImprovementAssessmentOld,TDNLandDetailId
TDNTEMP,OwnerId,AOwnerOther,OwnerId
TDNSubdivisionTempTable,OwnerID,AOwnerOther,OwnerId
TDNLookUp,TDNID,AOwnerOther,TDNId
View_FAASMachinery,TDNId,AOwnerOther,TDNId
View_MachienryFAAS,TDNId,AOwnerOther,TDNId
View_FAAS,TDNId,AOwnerOther,TDNId
view_FAASLandDetail,TDNId,AOwnerOther,TDNId
view_FAASLand,TDNId,AOwnerOther,TDNId
TDNSubdivisionTempTable,TDNID,AOwnerOther,TDNId
TDNTEMP,TDNID,AOwnerOther,TDNId
TDNMachineDetail,ClassificationId,AMachineAssessmentLevel,ClassificationId
TDN,ClassificationId,AMachineAssessmentLevel,ClassificationId
temp_PStreetAssessment,ClassificationID,AMachineAssessmentLevel,ClassificationId
PStreetAssessment,ClassificationID,AMachineAssessmentLevel,ClassificationId
ALandAdjustment,ClassificationID,AMachineAssessmentLevel,ClassificationId
TDNLandDetail,ClassificationID,AMachineAssessmentLevel,ClassificationId
TDNBackTax,Classificationid,AMachineAssessmentLevel,ClassificationId
AActualUse,ClassificationID,AMachineAssessmentLevel,ClassificationId
View_PrintTaxDecCity,ClassificationId,AMachineAssessmentLevel,ClassificationId
ASubClassification,ClassificationId,AMachineAssessmentLevel,ClassificationId
PStreetOld,ClassificationID,AMachineAssessmentLevel,ClassificationId
tempTDN,ClassificationId,AMachineAssessmentLevel,ClassificationId
View_StreetAssessment,ClassificationId,AMachineAssessmentLevel,ClassificationId
View_TDNLandAppraisal,ClassificationId,AMachineAssessmentLevel,ClassificationId
view_MachineApraisal,ClassificationId,AMachineAssessmentLevel,ClassificationId
TDNBuildingRoofing,TDNBuildingId,TDNBuildingWallsPartitions,TDNBuildingID
TDNBuildingSucceedingFloor,TDNBuildingID,TDNBuildingWallsPartitions,TDNBuildingID
TDNBuildingDetail,TDNBuildingId,TDNBuildingWallsPartitions,TDNBuildingID
View_TDNBuildingDetail,TDNBuildingId,TDNBuildingWallsPartitions,TDNBuildingID
TDNBuildingElectrical,TDNBuildingId,TDNBuildingWallsPartitions,TDNBuildingID
TDNBuildingStairs,TDNBuildingId,TDNBuildingWallsPartitions,TDNBuildingID
View_FAASBuilding,TDNBuildingId,TDNBuildingWallsPartitions,TDNBuildingID
TDNBuildingWallFinish,TDNBuildingId,TDNBuildingWallsPartitions,TDNBuildingID
TDNBuildingToiletBath,TDNBuildingId,TDNBuildingWallsPartitions,TDNBuildingID
TDNBuildingPlumbingSewer,TDNBuildingId,TDNBuildingWallsPartitions,TDNBuildingID
TDNBuildingFixtures,TDNBuildingId,TDNBuildingWallsPartitions,TDNBuildingID
TDNBuildingBeam,TDNBuildingID,TDNBuildingWallsPartitions,TDNBuildingID
TDNBuildingTrussFraming,TDNBuildingId,TDNBuildingWallsPartitions,TDNBuildingID
TDNBuildingExteriorWalls,TDNBuildingId,TDNBuildingWallsPartitions,TDNBuildingID
TDNBuildingDoor,TDNBuildingId,TDNBuildingWallsPartitions,TDNBuildingID
TDNBuildingCeiling,TDNBuildingID,TDNBuildingWallsPartitions,TDNBuildingID
TDNBuildingWindow,TDNBuildingId,TDNBuildingWallsPartitions,TDNBuildingID
TDNBuildingAdditionalItem,TDNBuildingID,TDNBuildingWallsPartitions,TDNBuildingID
TDNBuilding,TDNBuildingId,TDNBuildingWallsPartitions,TDNBuildingID
TDNBuildingFloor,TDNBuildingId,TDNBuildingWallsPartitions,TDNBuildingID
TDNBuildingColumn,TDNBuildingId,TDNBuildingWallsPartitions,TDNBuildingID
TDNBuildingFoundation,TDNBuildingID,TDNBuildingWallsPartitions,TDNBuildingID
TDNBuildingFlooring,TDNBuildingId,TDNBuildingWallsPartitions,TDNBuildingID
TDNLandImprovements,TDNLandId,TDNLand,TDNLandId
View_TDNLandAppraisal,TDNLandId,TDNLand,TDNLandId
View_PrintTaxDecCity,TDNLandId,TDNLand,TDNLandId
View_TDNLandBackTax,TDNLandId,TDNLand,TDNLandId
TDNLandDetail,TDNLandId,TDNLand,TDNLandId
CoOwners,TDNID,TDNLand,TDNID
View_TDNCoOwners,TDNID,TDNLand,TDNID
TDNPreviousARP,TDNID,TDNLand,TDNID
TDNMachine,TDNID,TDNLand,TDNID
TDNPreviousPIN,TDNID,TDNLand,TDNID
view_TDNSearchLookUpCityBased,TDNID,TDNLand,TDNID
view_TDNSearchLookUpProvinceBased,TDNID,TDNLand,TDNID
view_TDNTaxDecProvince,TDNID,TDNLand,TDNID
view_TaxDecDetail,TDNID,TDNLand,TDNID
CertifiedTrueCopyTable,TDNID,TDNLand,TDNID
view_TDNTaxDecCity,TDNID,TDNLand,TDNID
TDN_Attachment,TDNID,TDNLand,TDNID
View_FAASBuilding,TDNId,TDNLand,TDNID
TDNDetail,TDNId,TDNLand,TDNID
TDN_Images,TDNID,TDNLand,TDNID
View_FAASImprovement,TDNId,TDNLand,TDNID
TDNBaseValueAdjustment,TDNId,TDNLand,TDNID
View_TDNLandBackTax,TDNID,TDNLand,TDNID
TDNBackTax,TDNID,TDNLand,TDNID
TDNBuilding,TDNID,TDNLand,TDNID
View_PrintTaxDecProvince,TDNID,TDNLand,TDNID
tempMachdb,TDNID,TDNLand,TDNID
TDNFAASSketch,TDNID,TDNLand,TDNID
ImageCache,TDNID,TDNLand,TDNID
TDNHistory,TDNID,TDNLand,TDNID
View_TDNLandDetail,TDNID,TDNLand,TDNID
View_TDNLandAppraisal,TDNID,TDNLand,TDNID
view_MachineApraisal,TDNID,TDNLand,TDNID
View_TDNDetail,TDNId,TDNLand,TDNID
View_TDNBuildingDetail,TDNID,TDNLand,TDNID
View_PrintTaxDecCity,TDNID,TDNLand,TDNID
TOStempQuarterlyRPTC,TDNID,TDNLand,TDNID
View_DemolishedProp,TDNID,TDNLand,TDNID
TDN,TDNID,TDNLand,TDNID
stagtbl,TDNID,TDNLand,TDNID
view_TDNLandImprovements,TDNID,TDNLand,TDNID
tempTDN,TDNID,TDNLand,TDNID
TDNLandImprovements,PreviousTDNLandId,TDNLand,PreviousTDNLandId
View_PrintTaxDecCity,PreviousTDNLandID,TDNLand,PreviousTDNLandId
TDNLandDetail,PreviousTDNLandID,TDNLand,PreviousTDNLandId
TDNDetail,PreviousTDNID,TDNLand,PreviousTDNID
TDNLandImprovements,ALandImprovementAgeID,ALandImprovementAge,ALandImprovementAgeID
ALandImprovementPerIndividualPlant,ALandImprovementAgeID,ALandImprovementAge,ALandImprovementAgeID
ALandImprovementPerHectareAssessment,ALandImprovementAgeID,ALandImprovementAge,ALandImprovementAgeID
ALandImprovementAssessment,TypeId,AImprovementType,TypeId
TDNLandImprovements,TypeId,AImprovementType,TypeId
ALandImprovementPerShadeAssessment,TypeId,AImprovementType,TypeId
ALandImprovementPerSeedlingAssessment,TypeId,AImprovementType,TypeId
ALandImprovementPerIndividualPlant,TypeId,AImprovementType,TypeId
ALandImprovementPerHectareAssessment,TypeId,AImprovementType,TypeId
ALandImprovementAssessmentOld,TypeId,AImprovementType,TypeId
TDNLandImprovements,ALandImprovementComputationStyleId,AImprovementType,ALandImprovementComputationStyleId
ALandImprovementPerShadeAssessment,ALandImprovementComputationStyleId,AImprovementType,ALandImprovementComputationStyleId
ALandImprovementPerSeedlingAssessment,ALandImprovementComputationStyleId,AImprovementType,ALandImprovementComputationStyleId
ALandImprovementPerIndividualPlant,ALandImprovementComputationStyleId,AImprovementType,ALandImprovementComputationStyleId
ALandImprovementPerHectareAssessment,ALandImprovementComputationStyleId,AImprovementType,ALandImprovementComputationStyleId
ALandImprovementComputationStyle,ALandImprovementComputationStyleId,AImprovementType,ALandImprovementComputationStyleId
TDNBuildingRoofing,TDNBuildingId,TDNBuildingAdditionalItem,TDNBuildingID
TDNBuildingSucceedingFloor,TDNBuildingID,TDNBuildingAdditionalItem,TDNBuildingID
TDNBuildingDetail,TDNBuildingId,TDNBuildingAdditionalItem,TDNBuildingID
View_TDNBuildingDetail,TDNBuildingId,TDNBuildingAdditionalItem,TDNBuildingID
TDNBuildingWallsPartitions,TDNBuildingID,TDNBuildingAdditionalItem,TDNBuildingID
TDNBuildingElectrical,TDNBuildingId,TDNBuildingAdditionalItem,TDNBuildingID
TDNBuildingStairs,TDNBuildingId,TDNBuildingAdditionalItem,TDNBuildingID
View_FAASBuilding,TDNBuildingId,TDNBuildingAdditionalItem,TDNBuildingID
TDNBuildingWallFinish,TDNBuildingId,TDNBuildingAdditionalItem,TDNBuildingID
TDNBuildingToiletBath,TDNBuildingId,TDNBuildingAdditionalItem,TDNBuildingID
TDNBuildingPlumbingSewer,TDNBuildingId,TDNBuildingAdditionalItem,TDNBuildingID
TDNBuildingFixtures,TDNBuildingId,TDNBuildingAdditionalItem,TDNBuildingID
TDNBuildingBeam,TDNBuildingID,TDNBuildingAdditionalItem,TDNBuildingID
TDNBuildingTrussFraming,TDNBuildingId,TDNBuildingAdditionalItem,TDNBuildingID
TDNBuildingExteriorWalls,TDNBuildingId,TDNBuildingAdditionalItem,TDNBuildingID
TDNBuildingDoor,TDNBuildingId,TDNBuildingAdditionalItem,TDNBuildingID
TDNBuildingCeiling,TDNBuildingID,TDNBuildingAdditionalItem,TDNBuildingID
TDNBuildingWindow,TDNBuildingId,TDNBuildingAdditionalItem,TDNBuildingID
TDNBuilding,TDNBuildingId,TDNBuildingAdditionalItem,TDNBuildingID
TDNBuildingFloor,TDNBuildingId,TDNBuildingAdditionalItem,TDNBuildingID
TDNBuildingColumn,TDNBuildingId,TDNBuildingAdditionalItem,TDNBuildingID
TDNBuildingFoundation,TDNBuildingID,TDNBuildingAdditionalItem,TDNBuildingID
TDNBuildingFlooring,TDNBuildingId,TDNBuildingAdditionalItem,TDNBuildingID
View_TDNLandAppraisal,TDNLandDetailId,TDNLandDetail,TDNLandDetailId
View_TDNLandBackTax,TDNLandDetailId,TDNLandDetail,TDNLandDetailId
TDNLandImprovements,TDNLandId,TDNLandDetail,TDNLandId
View_TDNLandAppraisal,TDNLandId,TDNLandDetail,TDNLandId
View_PrintTaxDecCity,TDNLandId,TDNLandDetail,TDNLandId
View_TDNLandBackTax,TDNLandId,TDNLandDetail,TDNLandId
TDNLand,TDNLandId,TDNLandDetail,TDNLandId
TDNMachineDetail,ActualUseid,TDNLandDetail,ActualUseId
TDNBuildingSucceedingFloor,ActualUseId,TDNLandDetail,ActualUseId
TDN,ActualUseId,TDNLandDetail,ActualUseId
ALandAdjustment,ActualUseID,TDNLandDetail,ActualUseId
TDNHistory,ActualUseID,TDNLandDetail,ActualUseId
TDNBackTax,ActualUseId,TDNLandDetail,ActualUseId
View_PrintTaxDecCity,ActualUseId,TDNLandDetail,ActualUseId
ASubClassification,ActualUseId,TDNLandDetail,ActualUseId
ABuildingAssessmentLevel,Actualuseid,TDNLandDetail,ActualUseId
ABuildingDepreciation,ActualUseID,TDNLandDetail,ActualUseId
tempTDN,ActualUseId,TDNLandDetail,ActualUseId
view_MachineApraisal,ActualUseId,TDNLandDetail,ActualUseId
TDNMachineDetail,ClassificationId,TDNLandDetail,ClassificationID
TDN,ClassificationId,TDNLandDetail,ClassificationID
temp_PStreetAssessment,ClassificationID,TDNLandDetail,ClassificationID
PStreetAssessment,ClassificationID,TDNLandDetail,ClassificationID
ALandAdjustment,ClassificationID,TDNLandDetail,ClassificationID
AMachineAssessmentLevel,ClassificationId,TDNLandDetail,ClassificationID
TDNBackTax,Classificationid,TDNLandDetail,ClassificationID
AActualUse,ClassificationID,TDNLandDetail,ClassificationID
View_PrintTaxDecCity,ClassificationId,TDNLandDetail,ClassificationID
ASubClassification,ClassificationId,TDNLandDetail,ClassificationID
PStreetOld,ClassificationID,TDNLandDetail,ClassificationID
tempTDN,ClassificationId,TDNLandDetail,ClassificationID
View_StreetAssessment,ClassificationId,TDNLandDetail,ClassificationID
View_TDNLandAppraisal,ClassificationId,TDNLandDetail,ClassificationID
view_MachineApraisal,ClassificationId,TDNLandDetail,ClassificationID
TDNLandImprovements,PreviousTDNLandId,TDNLandDetail,PreviousTDNLandID
View_PrintTaxDecCity,PreviousTDNLandID,TDNLandDetail,PreviousTDNLandID
TDNLand,PreviousTDNLandId,TDNLandDetail,PreviousTDNLandID
CoOwners,TDNID,TDNBackTax,TDNID
View_TDNCoOwners,TDNID,TDNBackTax,TDNID
TDNPreviousARP,TDNID,TDNBackTax,TDNID
TDNMachine,TDNID,TDNBackTax,TDNID
TDNPreviousPIN,TDNID,TDNBackTax,TDNID
view_TDNSearchLookUpCityBased,TDNID,TDNBackTax,TDNID
view_TDNSearchLookUpProvinceBased,TDNID,TDNBackTax,TDNID
view_TDNTaxDecProvince,TDNID,TDNBackTax,TDNID
view_TaxDecDetail,TDNID,TDNBackTax,TDNID
CertifiedTrueCopyTable,TDNID,TDNBackTax,TDNID
view_TDNTaxDecCity,TDNID,TDNBackTax,TDNID
TDN_Attachment,TDNID,TDNBackTax,TDNID
View_FAASBuilding,TDNId,TDNBackTax,TDNID
TDNDetail,TDNId,TDNBackTax,TDNID
TDN_Images,TDNID,TDNBackTax,TDNID
View_FAASImprovement,TDNId,TDNBackTax,TDNID
TDNBaseValueAdjustment,TDNId,TDNBackTax,TDNID
View_TDNLandBackTax,TDNID,TDNBackTax,TDNID
TDNLand,TDNID,TDNBackTax,TDNID
TDNBuilding,TDNID,TDNBackTax,TDNID
View_PrintTaxDecProvince,TDNID,TDNBackTax,TDNID
tempMachdb,TDNID,TDNBackTax,TDNID
TDNFAASSketch,TDNID,TDNBackTax,TDNID
ImageCache,TDNID,TDNBackTax,TDNID
TDNHistory,TDNID,TDNBackTax,TDNID
View_TDNLandDetail,TDNID,TDNBackTax,TDNID
View_TDNLandAppraisal,TDNID,TDNBackTax,TDNID
view_MachineApraisal,TDNID,TDNBackTax,TDNID
View_TDNDetail,TDNId,TDNBackTax,TDNID
View_TDNBuildingDetail,TDNID,TDNBackTax,TDNID
View_PrintTaxDecCity,TDNID,TDNBackTax,TDNID
TOStempQuarterlyRPTC,TDNID,TDNBackTax,TDNID
View_DemolishedProp,TDNID,TDNBackTax,TDNID
TDN,TDNID,TDNBackTax,TDNID
stagtbl,TDNID,TDNBackTax,TDNID
view_TDNLandImprovements,TDNID,TDNBackTax,TDNID
tempTDN,TDNID,TDNBackTax,TDNID
TDNMachineDetail,ClassificationId,TDNBackTax,Classificationid
TDN,ClassificationId,TDNBackTax,Classificationid
temp_PStreetAssessment,ClassificationID,TDNBackTax,Classificationid
PStreetAssessment,ClassificationID,TDNBackTax,Classificationid
ALandAdjustment,ClassificationID,TDNBackTax,Classificationid
AMachineAssessmentLevel,ClassificationId,TDNBackTax,Classificationid
TDNLandDetail,ClassificationID,TDNBackTax,Classificationid
AActualUse,ClassificationID,TDNBackTax,Classificationid
View_PrintTaxDecCity,ClassificationId,TDNBackTax,Classificationid
ASubClassification,ClassificationId,TDNBackTax,Classificationid
PStreetOld,ClassificationID,TDNBackTax,Classificationid
tempTDN,ClassificationId,TDNBackTax,Classificationid
View_StreetAssessment,ClassificationId,TDNBackTax,Classificationid
View_TDNLandAppraisal,ClassificationId,TDNBackTax,Classificationid
view_MachineApraisal,ClassificationId,TDNBackTax,Classificationid
TDNMachineDetail,ActualUseid,TDNBackTax,ActualUseId
TDNBuildingSucceedingFloor,ActualUseId,TDNBackTax,ActualUseId
TDN,ActualUseId,TDNBackTax,ActualUseId
ALandAdjustment,ActualUseID,TDNBackTax,ActualUseId
TDNHistory,ActualUseID,TDNBackTax,ActualUseId
TDNLandDetail,ActualUseId,TDNBackTax,ActualUseId
View_PrintTaxDecCity,ActualUseId,TDNBackTax,ActualUseId
ASubClassification,ActualUseId,TDNBackTax,ActualUseId
ABuildingAssessmentLevel,Actualuseid,TDNBackTax,ActualUseId
ABuildingDepreciation,ActualUseID,TDNBackTax,ActualUseId
tempTDN,ActualUseId,TDNBackTax,ActualUseId
view_MachineApraisal,ActualUseId,TDNBackTax,ActualUseId
View_StreetAssessment,SubClassId,TDNBackTax,SubClassId
View_TDNLandAppraisal,SubClassId,TDNBackTax,SubClassId
View_PrintTaxDecCity,SubClassId,TDNBackTax,SubClassId
ASubClassification,SubClassId,TDNBackTax,SubClassId
View_TDNLandBackTax,SubClassId,TDNBackTax,SubClassId
grtest,subclassID,TDNBackTax,SubClassId
View_TDNLandBackTax,AgriLandID,TDNBackTax,AgriLandId
grtest,agrilandid,TDNBackTax,AgriLandId
View_TDNLandBackTax,Adjustmentid,TDNBackTax,AdjustmentId
ALandAdjustment,Adjustmentid,TDNBackTax,AdjustmentId
aSignatory,SignatoryID,ASignatories,SignatoryId
ASignatoryAssignment,SignatoryID,ASignatories,SignatoryId
TDNBuildingRoofing,TDNBuildingId,TDNBuilding,TDNBuildingId
TDNBuildingSucceedingFloor,TDNBuildingID,TDNBuilding,TDNBuildingId
TDNBuildingDetail,TDNBuildingId,TDNBuilding,TDNBuildingId
View_TDNBuildingDetail,TDNBuildingId,TDNBuilding,TDNBuildingId
TDNBuildingWallsPartitions,TDNBuildingID,TDNBuilding,TDNBuildingId
TDNBuildingElectrical,TDNBuildingId,TDNBuilding,TDNBuildingId
TDNBuildingStairs,TDNBuildingId,TDNBuilding,TDNBuildingId
View_FAASBuilding,TDNBuildingId,TDNBuilding,TDNBuildingId
TDNBuildingWallFinish,TDNBuildingId,TDNBuilding,TDNBuildingId
TDNBuildingToiletBath,TDNBuildingId,TDNBuilding,TDNBuildingId
TDNBuildingPlumbingSewer,TDNBuildingId,TDNBuilding,TDNBuildingId
TDNBuildingFixtures,TDNBuildingId,TDNBuilding,TDNBuildingId
TDNBuildingBeam,TDNBuildingID,TDNBuilding,TDNBuildingId
TDNBuildingTrussFraming,TDNBuildingId,TDNBuilding,TDNBuildingId
TDNBuildingExteriorWalls,TDNBuildingId,TDNBuilding,TDNBuildingId
TDNBuildingDoor,TDNBuildingId,TDNBuilding,TDNBuildingId
TDNBuildingCeiling,TDNBuildingID,TDNBuilding,TDNBuildingId
TDNBuildingWindow,TDNBuildingId,TDNBuilding,TDNBuildingId
TDNBuildingAdditionalItem,TDNBuildingID,TDNBuilding,TDNBuildingId
TDNBuildingFloor,TDNBuildingId,TDNBuilding,TDNBuildingId
TDNBuildingColumn,TDNBuildingId,TDNBuilding,TDNBuildingId
TDNBuildingFoundation,TDNBuildingID,TDNBuilding,TDNBuildingId
TDNBuildingFlooring,TDNBuildingId,TDNBuilding,TDNBuildingId
CoOwners,TDNID,TDNBuilding,TDNID
View_TDNCoOwners,TDNID,TDNBuilding,TDNID
TDNPreviousARP,TDNID,TDNBuilding,TDNID
TDNMachine,TDNID,TDNBuilding,TDNID
TDNPreviousPIN,TDNID,TDNBuilding,TDNID
view_TDNSearchLookUpCityBased,TDNID,TDNBuilding,TDNID
view_TDNSearchLookUpProvinceBased,TDNID,TDNBuilding,TDNID
view_TDNTaxDecProvince,TDNID,TDNBuilding,TDNID
view_TaxDecDetail,TDNID,TDNBuilding,TDNID
CertifiedTrueCopyTable,TDNID,TDNBuilding,TDNID
view_TDNTaxDecCity,TDNID,TDNBuilding,TDNID
TDN_Attachment,TDNID,TDNBuilding,TDNID
View_FAASBuilding,TDNId,TDNBuilding,TDNID
TDNDetail,TDNId,TDNBuilding,TDNID
TDN_Images,TDNID,TDNBuilding,TDNID
View_FAASImprovement,TDNId,TDNBuilding,TDNID
TDNBaseValueAdjustment,TDNId,TDNBuilding,TDNID
View_TDNLandBackTax,TDNID,TDNBuilding,TDNID
TDNLand,TDNID,TDNBuilding,TDNID
TDNBackTax,TDNID,TDNBuilding,TDNID
View_PrintTaxDecProvince,TDNID,TDNBuilding,TDNID
tempMachdb,TDNID,TDNBuilding,TDNID
TDNFAASSketch,TDNID,TDNBuilding,TDNID
ImageCache,TDNID,TDNBuilding,TDNID
TDNHistory,TDNID,TDNBuilding,TDNID
View_TDNLandDetail,TDNID,TDNBuilding,TDNID
View_TDNLandAppraisal,TDNID,TDNBuilding,TDNID
view_MachineApraisal,TDNID,TDNBuilding,TDNID
View_TDNDetail,TDNId,TDNBuilding,TDNID
View_TDNBuildingDetail,TDNID,TDNBuilding,TDNID
View_PrintTaxDecCity,TDNID,TDNBuilding,TDNID
TOStempQuarterlyRPTC,TDNID,TDNBuilding,TDNID
View_DemolishedProp,TDNID,TDNBuilding,TDNID
TDN,TDNID,TDNBuilding,TDNID
stagtbl,TDNID,TDNBuilding,TDNID
view_TDNLandImprovements,TDNID,TDNBuilding,TDNID
tempTDN,TDNID,TDNBuilding,TDNID
View_TDNBuildingDetail,LandTDNId,TDNBuilding,LandTDNId
View_TDNBuildingDetail,DepreciationActualUseID,TDNBuilding,DepreciationActualUseID
View_FAASBuilding,DepreciationActualUseID,TDNBuilding,DepreciationActualUseID
View_TDNBuildingDetail,PreviousTDNBuildingID,TDNBuilding,PreviousTDNBuildingID
aSignatory,SignatoryID,ASignatoryAssignment,SignatoryID
ASignatories,SignatoryId,ASignatoryAssignment,SignatoryID
aBuilding,BarangayId,TDNSubdivisionTempTable,BarangayID
QuarterlyTable,BarangayID,TDNSubdivisionTempTable,BarangayID
QuarterlyTableActive,BarangayID,TDNSubdivisionTempTable,BarangayID
View_BarangayLookUp,BarangayId,TDNSubdivisionTempTable,BarangayID
view_BarangayCityLookUp,BarangayId,TDNSubdivisionTempTable,BarangayID
View_tdn,BarangayId,TDNSubdivisionTempTable,BarangayID
LocationStreet,BarangayID,TDNSubdivisionTempTable,BarangayID
PStreet,BarangayId,TDNSubdivisionTempTable,BarangayID
PSubdivision,BarangayId,TDNSubdivisionTempTable,BarangayID
AssessmentRollSEFBasic,BarangayId,TDNSubdivisionTempTable,BarangayID
SummaryRPUAssessed,BarangayID,TDNSubdivisionTempTable,BarangayID
QuarterlyTableOld,BarangayID,TDNSubdivisionTempTable,BarangayID
RPUSummaryPerBarangayTable,BarangayID,TDNSubdivisionTempTable,BarangayID
ASubClassification,BarangayID,TDNSubdivisionTempTable,BarangayID
PStreetOld,BarangayId,TDNSubdivisionTempTable,BarangayID
